date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:01:15	2936/2936	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Mar%202021%2015:37:34%20GMT	https://fbht-group.co/tst/assets/js/jquery.countup.js	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/js/jquery.countup.js	(from https://fbht-group.co/tst/)
15:01:16	55775/55775	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Mar%202021%2015:37:44%20GMT	https://fbht-group.co/tst/js/bootstrap.min.js	C:/My%20Web%20Sites/pon/fbht-group.co/tst/js/bootstrap.min.js	(from https://fbht-group.co/tst/)
15:01:16	3452/3452	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Mar%202021%2015:37:56%20GMT	https://fbht-group.co/tst/js/main.js	C:/My%20Web%20Sites/pon/fbht-group.co/tst/js/main.js	(from https://fbht-group.co/tst/)
15:01:17	315/315	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Mar%202025%2023:01:17%20GMT	https://fbht-group.co/tst/assets/fonts/fontawesome-webfont3e6e3e6e.eot?v=4.7.0	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/fonts/fontawesome-webfont3e6e3e6e3e6e.eot	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:18	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2010%20Mar%202021%2015:37:18%20GMT	https://fbht-group.co/tst/assets/fonts/fontawesome-webfontd41dd41d.eot?	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/fonts/fontawesome-webfontd41dd41dd41d.eot	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:19	77160/77160	---M--	200	added ('OK')	font/woff2	date:Wed,%2010%20Mar%202021%2015:37:16%20GMT	https://fbht-group.co/tst/assets/fonts/fontawesome-webfont3e6e3e6e.woff2?v=4.7.0	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/fonts/fontawesome-webfont3e6e3e6e3e6e.woff2	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:19	98024/98024	---M--	200	added ('OK')	font/woff	date:Wed,%2010%20Mar%202021%2015:37:14%20GMT	https://fbht-group.co/tst/assets/fonts/fontawesome-webfont3e6e3e6e.woff?v=4.7.0	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/fonts/fontawesome-webfont3e6e3e6e3e6e.woff	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:21	26248/26248	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2015:37:24%20GMT	https://fbht-group.co/tst/assets/images/banner1.jpg	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/images/banner1.jpg	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:22	165548/165548	---M--	200	added ('OK')	font/ttf	date:Wed,%2010%20Mar%202021%2015:37:12%20GMT	https://fbht-group.co/tst/assets/fonts/fontawesome-webfont3e6e3e6e.ttf?v=4.7.0	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/fonts/fontawesome-webfont3e6e3e6e3e6e.ttf	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:22	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Mar%202021%2015:37:10%20GMT	https://fbht-group.co/tst/assets/fonts/fontawesome-webfont3e6e3e6e.svg?v=4.7.0	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/fonts/fontawesome-webfont3e6e3e6e3e6e.svg	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:23	23041/23041	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2015:37:29%20GMT	https://fbht-group.co/tst/assets/images/banner2.jpg	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/images/banner2.jpg	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:23	1130/1130	---M--	200	added ('OK')	text/html	date:Wed,%2028%20Apr%202021%2022:08:36%20GMT	https://fbht-group.co/tst/assets/images/banner3.html	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/images/banner3.html	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:24	1130/1130	---M--	200	added ('OK')	text/html	date:Wed,%2028%20Apr%202021%2022:08:36%20GMT	https://fbht-group.co/tst/assets/images/banner4.html	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/images/banner4.html	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:24	3055/3055	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Mar%202021%2015:37:01%20GMT	https://fbht-group.co/tst/assets/css/owl.video.play.html	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/css/owl.video.play.html	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:25	1130/1130	---M--	200	added ('OK')	text/html	date:Wed,%2028%20Apr%202021%2022:08:36%20GMT	https://fbht-group.co/tst/assets/images/5.html	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/images/5.html	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:25	11631/11631	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2015:37:22%20GMT	https://fbht-group.co/tst/assets/images/6.jpg	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/images/6.jpg	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:26	1130/1130	---M--	200	added ('OK')	text/html	date:Wed,%2028%20Apr%202021%2022:08:36%20GMT	https://fbht-group.co/tst/assets/images/1.html	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/images/1.html	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:26	25094/25094	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2015:37:21%20GMT	https://fbht-group.co/tst/assets/images/2.jpg	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/images/2.jpg	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:26	1130/1130	---M--	200	added ('OK')	text/html	date:Wed,%2028%20Apr%202021%2022:08:36%20GMT	https://fbht-group.co/tst/assets/images/3.html	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/images/3.html	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:27	9913/9913	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2015:37:20%20GMT	https://fbht-group.co/tst/assets/images/4.jpg	C:/My%20Web%20Sites/pon/fbht-group.co/tst/assets/images/4.jpg	(from https://fbht-group.co/tst/assets/css/style-liberty.css)
15:01:40	8476/8476	---M-Z	200	added ('OK')	image/gif	etag:%2264983f82-1eb2%22	https://cdnjs.cloudflare.com/ajax/libs/lightbox2/2.11.3/images/loading.gif	C:/My%20Web%20Sites/pon/cdnjs.cloudflare.com/ajax/libs/lightbox2/2.11.3/images/loading.gif	(from https://cdnjs.cloudflare.com/ajax/libs/lightbox2/2.11.3/css/lightbox.min.css)
15:01:40	315/315	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Mar%202025%2023:01:41%20GMT	https://fbht-group.co/fonts.googleapis.com/css1af1.css?family=Arimo:400,700,400italic	C:/My%20Web%20Sites/pon/fbht-group.co/fonts.googleapis.com/css1af11af1.css	(from https://fbht-group.co/tst/assets/css/owl.video.play.html)
15:01:41	315/315	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Mar%202025%2023:01:41%20GMT	https://fbht-group.co/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/pon/fbht-group.co/assets/js/bootstrap.min.js	(from https://fbht-group.co/tst/assets/css/owl.video.play.html)
